"quarter","vintage","macro_factor_m1","macro_factor_m2","macro_factor_m3","macro_factor_short_m1","macro_factor_short_m2","macro_factor_short_m3"
2002-04-01,2020-06-12,1.25,1.27,0.87,1.432614252,1.49387272,1.176401755
2002-07-01,2020-06-12,0.56,0.08,-0.55,0.878705691,0.325662693,-0.400335262
2002-10-01,2020-06-12,-0.59,-0.43,-0.99,-0.456288687,-0.277884904,-0.85327809
2003-01-01,2020-06-12,-0.45,-0.58,-1.75,-0.264061531,-0.453070971,-1.658440035
2003-04-01,2020-06-12,-1.47,-1.74,-1.4,-1.435098383,-1.655619447,-1.275262415
2003-07-01,2020-06-12,-0.53,0.01,0.83,-0.312661854,0.343522595,1.222473081
2003-10-01,2020-06-12,1.5,1.88,1.34,1.982680094,2.429904885,1.998610449
2004-01-01,2020-06-12,1.27,1.02,0.52,2.001514583,1.729430188,1.211607181
2004-04-01,2020-06-12,0.68,1.05,0.76,1.387099178,1.772187714,1.455972266
2004-07-01,2020-06-12,0.84,0.28,0.39,1.603899407,0.961356614,0.990312752
2004-10-01,2020-06-12,0.4,-0.5,-0.1,0.934975435,-0.017042066,0.338234701
2005-01-01,2020-06-12,0.58,0.35,-0.02,1.036621019,0.777872039,0.372923281
2005-04-01,2020-06-12,-0.31,-0.27,0.14,0.084592749,0.067981991,0.52228579
2005-07-01,2020-06-12,0.6,0.39,0.58,0.998359565,0.789964042,1.023663029
2005-10-01,2020-06-12,0.93,0.86,1.13,1.437524842,1.443097704,1.801140371
2006-01-01,2020-06-12,1.04,1.24,1.74,1.705616948,1.987267237,2.494072033
2006-04-01,2020-06-12,2.06,2,2.02,2.832846784,2.785498756,2.854768149
2006-07-01,2020-06-12,1.37,0.99,1.04,2.199306793,1.805365474,1.797843541
2006-10-01,2020-06-12,1.15,1.53,1.45,1.89836566,2.244909436,2.138479479
2007-01-01,2020-06-12,1.17,1.21,1.03,1.875046613,1.969547562,1.793601903
2007-04-01,2020-06-12,0.86,1.05,1.51,1.598023419,1.757544542,2.221356712
2007-07-01,2020-06-12,1.32,1.22,0.29,1.982631094,1.832688458,0.796632248
2007-10-01,2020-06-12,0.32,0.36,0.19,0.776198252,0.778032495,0.532994447
2008-01-01,2020-06-12,-0.2,-0.08,-0.63,0.069058237,0.250082769,-0.345350021
2008-04-01,2020-06-12,-0.8,-0.95,-1.74,-0.474638058,-0.649156119,-1.531546096
2008-07-01,2020-06-12,-2.62,-2.42,-3.16,-2.54261647,-2.425391101,-3.247966055
2008-10-01,2020-06-12,-6.21,-9.02,-9.71,-6.337486643,-9.285160954,-9.995021263
2009-01-01,2020-06-12,-8.66,-8.64,-7.15,-9.033041782,-9.219274561,-7.809941075
2009-04-01,2020-06-12,-4.37,-2.17,-1.12,-5.153157455,-2.936303172,-1.748637177
2009-07-01,2020-06-12,0.1,1.4,1.6,-0.30294914,1.176173824,1.556008773
2009-10-01,2020-06-12,1.95,1.85,1.79,2.064149136,2.097980134,2.154416164
2010-01-01,2020-06-12,1.73,1.59,2.66,2.136255623,2.069139773,3.217939115
2010-04-01,2020-06-12,3.2,1.8,1.28,3.805489614,2.406630777,1.872827762
2010-07-01,2020-06-12,1.63,1.28,0.55,2.240676207,1.853298534,1.091518239
2010-10-01,2020-06-12,0.69,1.37,1.49,1.233982987,1.932456792,2.115854357
2011-01-01,2020-06-12,1.95,2.8,1.98,2.657967638,3.538925462,2.698562023
2011-04-01,2020-06-12,1.76,0.78,-0.01,2.483669084,1.403065615,0.443522121
2011-07-01,2020-06-12,-0.6,-1.32,-2.19,-0.28628706,-1.061873746,-1.974316123
2011-10-01,2020-06-12,-2.59,-2.47,-1.73,-2.50120964,-2.412129416,-1.657051628
2012-01-01,2020-06-12,-0.45,-0.27,0.03,-0.341396883,-0.230832862,0.066910386
2012-04-01,2020-06-12,-1.14,-1.42,-1.4,-1.201671087,-1.541682874,-1.579781424
2012-07-01,2020-06-12,-1.62,-1.67,-2.19,-1.829881248,-1.855794692,-2.307132741
2012-10-01,2020-06-12,-2.39,-1.77,-1.42,-2.453528296,-1.880249995,-1.551698945
2013-01-01,2020-06-12,-0.4,-0.46,-0.99,-0.489308695,-0.632614884,-1.209760062
2013-04-01,2020-06-12,-1.16,-0.66,-0.42,-1.338547163,-0.7548517,-0.396901009
2013-07-01,2020-06-12,0.04,0.59,0.73,0.149965408,0.759181444,0.953013695
2013-10-01,2020-06-12,0.47,0.43,0.6,0.665875832,0.700872445,0.917526607
2014-01-01,2020-06-12,0.94,0.64,0.66,1.352265874,1.026633212,1.040735925
2014-04-01,2020-06-12,0.61,0.2,0.14,1.042646458,0.623909825,0.565402985
2014-07-01,2020-06-12,0.35,-0.3,-0.42,0.784030923,0.062195045,-0.092165065
2014-10-01,2020-06-12,-0.22,-0.41,0.07,0.028009287,-0.243946716,0.158415257
2015-01-01,2020-06-12,0.6,0.95,1.2,0.675337873,1.062867319,1.418581898
2015-04-01,2020-06-12,0.72,0.49,0.35,1.004368505,0.833953942,0.7404918
2015-07-01,2020-06-12,0.12,0.22,0.1,0.511061598,0.657379582,0.523699105
2015-10-01,2020-06-12,0.33,0.63,0.88,0.740797834,0.979883873,1.190383036
2016-01-01,2020-06-12,0.48,-0.49,-0.47,0.797204154,-0.092792824,-0.047274557
2016-04-01,2020-06-12,-0.3,-0.24,0.11,0.106104907,0.137201504,0.465917185
2016-07-01,2020-06-12,0.11,-0.09,0.02,0.459746876,0.260988548,0.381266354
2016-10-01,2020-06-12,0.56,0.56,0.85,0.934667552,1.007432963,1.348484546
2017-01-01,2020-06-12,0.61,0.93,0.95,1.158105277,1.510689844,1.542941563
2017-04-01,2020-06-12,1.16,1.05,1.02,1.72480065,1.63279733,1.56281573
2017-07-01,2020-06-12,0.67,0.81,1.08,1.224046065,1.398919944,1.696049782
2017-10-01,2020-06-12,0.89,1.48,1.6,1.512275924,2.191570714,2.403227163
2018-01-01,2020-06-12,1.28,0.64,-0.22,2.145115204,1.501867141,0.542858065
2018-04-01,2020-06-12,0.16,-0.07,0.05,0.818327879,0.520590133,0.655993742
2018-07-01,2020-06-12,0.09,0.23,-0.09,0.654730322,0.760504552,0.413183712
2018-10-01,2020-06-12,-0.37,-0.28,-0.8,0.101355342,0.096041409,-0.489768634
2019-01-01,2020-06-12,-0.78,-0.44,-0.72,-0.545923053,-0.24941022,-0.559130538
2019-04-01,2020-06-12,-0.86,-0.63,-0.91,-0.680021011,-0.473707868,-0.745399013
2019-07-01,2020-06-12,-1.31,-1.34,-2.31,-1.207666112,-1.280912508,-2.255481414
2019-10-01,2020-06-12,-2.63,-3,-3.69,-2.498121717,-2.723053683,-3.279062617
2020-01-01,2020-06-12,-4.07,-5.87,-17.99,-3.400936923,-4.765186605,-16.58368234
2020-04-01,2020-06-12,-30.42,-21.08,-15.39,-28.95493118,-19.21703661,-14.01151478
2020-07-01,2020-06-12,-11.11,-7.94,-5.64,-10.14723954,-7.312020397,-5.249300257
2002-01-01,2020-07-03,-0.04,0.81,1.61,-0.604693991,0.558778915,1.532205099
2002-04-01,2020-07-03,1.24,1.2,0.83,1.347180559,1.319653701,1.134755525
2002-07-01,2020-07-03,0.55,0.12,-0.5,0.905903888,0.444607381,-0.264002529
2002-10-01,2020-07-03,-0.5,-0.28,-0.81,-0.237393314,0.038256384,-0.476806116
2003-01-01,2020-07-03,-0.2,-0.34,-1.54,0.181678972,-0.043731867,-1.244199192
2003-04-01,2020-07-03,-1.29,-1.58,-1.23,-1.09983559,-1.341493684,-0.972115755
2003-07-01,2020-07-03,-0.37,0.1,0.87,-0.06876623,0.442380668,1.209889705
2003-10-01,2020-07-03,1.53,1.84,1.2,1.908879328,2.232329723,1.657911007
2004-01-01,2020-07-03,1.11,0.87,0.38,1.590831617,1.324160746,0.78847986
2004-04-01,2020-07-03,0.57,0.95,0.62,0.98859789,1.399539181,1.050505919
2004-07-01,2020-07-03,0.71,0.15,0.32,1.234927648,0.592509949,0.724418349
2004-10-01,2020-07-03,0.38,-0.57,-0.14,0.760455556,-0.213939704,0.151623697
2005-01-01,2020-07-03,0.59,0.36,0.02,0.933933749,0.671013691,0.371188026
2005-04-01,2020-07-03,-0.22,-0.2,0.21,0.154112697,0.126641257,0.537129693
2005-07-01,2020-07-03,0.7,0.47,0.63,1.022770811,0.778135729,0.970875527
2005-10-01,2020-07-03,0.95,0.82,1,1.293140069,1.205421055,1.41499335
2006-01-01,2020-07-03,0.83,1.03,1.51,1.185958277,1.443003253,1.883822006
2006-04-01,2020-07-03,1.85,1.78,1.78,2.204373158,2.150304107,2.236684522
2006-07-01,2020-07-03,1.1,0.74,0.81,1.481345272,1.155309381,1.142335423
2006-10-01,2020-07-03,0.94,1.37,1.31,1.269045176,1.701401822,1.609978421
2007-01-01,2020-07-03,0.99,1.01,0.79,1.31715573,1.403667417,1.184406446
2007-04-01,2020-07-03,0.6,0.82,1.32,0.951187576,1.170076459,1.700860924
2007-07-01,2020-07-03,1.11,1.06,0.15,1.485415317,1.433513179,0.416422557
2007-10-01,2020-07-03,0.27,0.36,0.27,0.622130831,0.663117074,0.561485769
2008-01-01,2020-07-03,-0.07,0.07,-0.54,0.185152947,0.442790644,-0.209142836
2008-04-01,2020-07-03,-0.67,-0.79,-1.5,-0.206132641,-0.34125119,-1.064882882
2008-07-01,2020-07-03,-2.26,-1.98,-2.71,-1.855245191,-1.618039696,-2.333642582
2008-10-01,2020-07-03,-5.84,-8.72,-9.26,-5.40483319,-8.324681351,-8.749715649
2009-01-01,2020-07-03,-8.01,-7.86,-6.25,-7.495061384,-7.521118867,-5.955285415
2009-04-01,2020-07-03,-3.44,-1.29,-0.4,-3.339010836,-1.269541921,-0.369063524
2009-07-01,2020-07-03,0.61,1.77,1.8,0.719838563,1.984272888,2.063642778
2009-10-01,2020-07-03,1.95,1.72,1.63,2.240117337,2.031722632,2.014603728
2010-01-01,2020-07-03,1.54,1.41,2.59,1.856673426,1.738842939,2.975889766
2010-04-01,2020-07-03,3.17,1.75,1.15,3.601627237,2.208649863,1.551819848
2010-07-01,2020-07-03,1.46,1.13,0.42,1.816493845,1.478221483,0.753027816
2010-10-01,2020-07-03,0.56,1.24,1.28,0.869950897,1.572488295,1.579018276
2011-01-01,2020-07-03,1.75,2.6,1.74,2.163644838,3.006338834,2.168936656
2011-04-01,2020-07-03,1.55,0.63,-0.09,2.004787429,1.08742027,0.262205076
2011-07-01,2020-07-03,-0.58,-1.17,-2.01,-0.279422269,-0.786121955,-1.654721568
2011-10-01,2020-07-03,-2.39,-2.22,-1.46,-2.147734452,-1.90011105,-1.103688404
2012-01-01,2020-07-03,-0.16,-0.01,0.34,0.244379768,0.301504192,0.725003583
2012-04-01,2020-07-03,-0.86,-1.1,-1.04,-0.59663446,-0.822898354,-0.790951251
2012-07-01,2020-07-03,-1.21,-1.27,-1.89,-0.928198753,-0.984760146,-1.572642204
2012-10-01,2020-07-03,-2.13,-1.5,-1.12,-1.755368026,-1.19197163,-0.813216201
2013-01-01,2020-07-03,-0.09,-0.18,-0.73,0.241314419,0.001751528,-0.599999404
2013-04-01,2020-07-03,-0.9,-0.45,-0.26,-0.712101336,-0.2694813,-0.007213685
2013-07-01,2020-07-03,0.13,0.62,0.73,0.417518441,0.897525359,1.048350667
2013-10-01,2020-07-03,0.41,0.36,0.51,0.646413779,0.62820639,0.77062979
2014-01-01,2020-07-03,0.83,0.49,0.49,1.135492195,0.779754015,0.722598017
2014-04-01,2020-07-03,0.46,0.04,0.03,0.775476434,0.368476724,0.397504799
2014-07-01,2020-07-03,0.32,-0.33,-0.4,0.737950825,0.047388086,-0.054253402
2014-10-01,2020-07-03,-0.19,-0.39,0.13,0.083426259,-0.195594671,0.258999946
2015-01-01,2020-07-03,0.69,1.05,1.25,0.810658652,1.216520965,1.489148463
2015-04-01,2020-07-03,0.7,0.43,0.26,0.983719027,0.723264379,0.590632806
2015-07-01,2020-07-03,-0.02,0.05,-0.07,0.274089819,0.360957196,0.2269816
2015-10-01,2020-07-03,0.2,0.54,0.83,0.491963883,0.770473527,1.022940321
2016-01-01,2020-07-03,0.47,-0.57,-0.52,0.687748544,-0.23287021,-0.157294855
2016-04-01,2020-07-03,-0.29,-0.2,0.18,0.078419956,0.165176195,0.495350393
2016-07-01,2020-07-03,0.19,-0.02,0.06,0.54015844,0.332213599,0.361489825
2016-10-01,2020-07-03,0.62,0.6,0.82,0.921767058,0.986412949,1.195826595
2017-01-01,2020-07-03,0.53,0.87,0.88,0.895307959,1.300237485,1.293728997
2017-04-01,2020-07-03,1.06,0.93,0.88,1.413621596,1.283189219,1.139765497
2017-07-01,2020-07-03,0.55,0.68,0.92,0.847318459,0.967759314,1.227527144
2017-10-01,2020-07-03,0.72,1.33,1.39,0.9982555,1.696933536,1.807641494
2018-01-01,2020-07-03,0.98,0.34,-0.42,1.475392297,0.833311107,0.039593853
2018-04-01,2020-07-03,0.09,-0.1,0.04,0.492765337,0.2544711,0.476026258
2018-07-01,2020-07-03,0.06,0.22,-0.07,0.453910599,0.587011342,0.338109879
2018-10-01,2020-07-03,-0.35,-0.23,-0.73,0.060091658,0.127297509,-0.432451953
2019-01-01,2020-07-03,-0.65,-0.26,-0.52,-0.390884326,0.045704599,-0.196389828
2019-04-01,2020-07-03,-0.66,-0.41,-0.67,-0.329754502,-0.130251051,-0.338365134
2019-07-01,2020-07-03,-0.98,-0.88,-1.75,-0.704473955,-0.639883516,-1.524063654
2019-10-01,2020-07-03,-2.01,-2.36,-3.03,-1.754088747,-2.077620723,-2.712011345
2020-01-01,2020-07-03,-3.46,-5.67,-19.1,-3.090756091,-5.120344249,-19.06855363
2020-04-01,2020-07-03,-32.5,-22.28,-11.87,-32.69538256,-21.92088568,-11.14242025
2020-07-01,2020-07-03,-6.07,-2.09,0.22,-5.502447428,-1.435291234,0.964341392
2002-01-01,2020-07-14,-0.26,0.66,1.51,-0.67412707,0.477111284,1.462158564
2002-04-01,2020-07-14,1.23,1.21,0.83,1.37990282,1.356188159,1.155302512
2002-07-01,2020-07-14,0.55,0.07,-0.56,0.878956351,0.343030974,-0.429634661
2002-10-01,2020-07-14,-0.54,-0.37,-0.91,-0.348055167,-0.128801359,-0.640132715
2003-01-01,2020-07-14,-0.38,-0.49,-1.67,-0.10878471,-0.295556246,-1.460622484
2003-04-01,2020-07-14,-1.43,-1.69,-1.38,-1.331438853,-1.534636321,-1.222718617
2003-07-01,2020-07-14,-0.54,0.01,0.8,-0.315688168,0.317202261,1.128802132
2003-10-01,2020-07-14,1.44,1.83,1.24,1.847075399,2.303704794,1.79933756
2004-01-01,2020-07-14,1.17,0.91,0.44,1.773298268,1.468064693,0.941447679
2004-04-01,2020-07-14,0.6,0.99,0.69,1.109509634,1.551464659,1.208491593
2004-07-01,2020-07-14,0.77,0.25,0.33,1.392734752,0.790093854,0.758852481
2004-10-01,2020-07-14,0.36,-0.57,-0.15,0.747261414,-0.212051865,0.164319207
2005-01-01,2020-07-14,0.53,0.33,-0.05,0.871987795,0.651702525,0.271504459
2005-04-01,2020-07-14,-0.34,-0.29,0.1,-0.0173437,0.006354806,0.388285838
2005-07-01,2020-07-14,0.59,0.39,0.55,0.879603879,0.660208591,0.879173847
2005-10-01,2020-07-14,0.88,0.78,1.04,1.230412656,1.192863047,1.525971141
2006-01-01,2020-07-14,0.9,1.11,1.59,1.359314831,1.655504242,2.108197522
2006-04-01,2020-07-14,1.9,1.83,1.87,2.401983202,2.350488396,2.5074002
2006-07-01,2020-07-14,1.21,0.83,0.89,1.767620017,1.383395377,1.356884872
2006-10-01,2020-07-14,1,1.37,1.29,1.467434546,1.818862077,1.715036346
2007-01-01,2020-07-14,1.05,1.08,0.88,1.530204876,1.604630262,1.401990084
2007-04-01,2020-07-14,0.71,0.88,1.38,1.217972372,1.366163493,1.891909257
2007-07-01,2020-07-14,1.17,1.09,0.2,1.675762199,1.580701317,0.550760147
2007-10-01,2020-07-14,0.25,0.34,0.18,0.632530418,0.674293411,0.465143893
2008-01-01,2020-07-14,-0.15,0.01,-0.54,0.046659713,0.337844137,-0.234414651
2008-04-01,2020-07-14,-0.66,-0.75,-1.5,-0.27257216,-0.393638897,-1.218799108
2008-07-01,2020-07-14,-2.32,-2.06,-2.79,-2.098059342,-1.897385388,-2.644491783
2008-10-01,2020-07-14,-5.83,-8.69,-9.29,-5.592261988,-8.513267733,-9.042463001
2009-01-01,2020-07-14,-8.15,-8.14,-6.66,-7.993657861,-8.227362811,-6.783437499
2009-04-01,2020-07-14,-3.93,-1.8,-0.83,-4.226248576,-2.148411208,-1.146725377
2009-07-01,2020-07-14,0.32,1.53,1.59,0.130918175,1.531623774,1.694040281
2009-10-01,2020-07-14,1.88,1.72,1.65,2.104274892,2.01886008,2.028509133
2010-01-01,2020-07-14,1.55,1.43,2.55,1.890939643,1.784830865,2.957628935
2010-04-01,2020-07-14,3.11,1.69,1.15,3.579567346,2.20993424,1.654764103
2010-07-01,2020-07-14,1.49,1.12,0.37,1.981256186,1.594503845,0.770677038
2010-10-01,2020-07-14,0.51,1.22,1.34,0.877577975,1.617784324,1.741775435
2011-01-01,2020-07-14,1.85,2.71,1.88,2.362704647,3.217771988,2.436728773
2011-04-01,2020-07-14,1.69,0.7,-0.07,2.284383906,1.266197819,0.326844873
2011-07-01,2020-07-14,-0.67,-1.3,-2.13,-0.39652869,-0.96229794,-1.808763382
2011-10-01,2020-07-14,-2.57,-2.42,-1.62,-2.413797528,-2.211216551,-1.38254542
2012-01-01,2020-07-14,-0.28,-0.13,0.17,-0.008207034,0.028076944,0.341546356
2012-04-01,2020-07-14,-1.02,-1.32,-1.27,-0.931238785,-1.255982063,-1.224101043
2012-07-01,2020-07-14,-1.48,-1.51,-2.02,-1.411145354,-1.442949833,-1.891724221
2012-10-01,2020-07-14,-2.26,-1.64,-1.31,-2.068878829,-1.508225988,-1.186546089
2013-01-01,2020-07-14,-0.29,-0.4,-0.98,-0.131281496,-0.36888618,-1.015408981
2013-04-01,2020-07-14,-1.14,-0.66,-0.42,-1.110310571,-0.612904934,-0.273184918
2013-07-01,2020-07-14,0.04,0.56,0.67,0.267670083,0.791510487,0.96489034
2013-10-01,2020-07-14,0.38,0.32,0.51,0.618569524,0.577816153,0.786157118
2014-01-01,2020-07-14,0.85,0.51,0.53,1.183424447,0.861057174,0.831828689
2014-04-01,2020-07-14,0.51,0.1,0.05,0.882776062,0.486350828,0.416811581
2014-07-01,2020-07-14,0.29,-0.35,-0.49,0.706962422,0.011019703,-0.164987303
2014-10-01,2020-07-14,-0.3,-0.52,-0.07,-0.044464689,-0.349306292,0.023352861
2015-01-01,2020-07-14,0.48,0.83,1.12,0.573455684,0.966825286,1.32658348
2015-04-01,2020-07-14,0.65,0.39,0.26,0.914235322,0.692067478,0.610856408
2015-07-01,2020-07-14,0.03,0.12,-0.02,0.364168703,0.496972399,0.325876979
2015-10-01,2020-07-14,0.21,0.5,0.73,0.554917738,0.797413486,0.979792595
2016-01-01,2020-07-14,0.34,-0.56,-0.5,0.591298698,-0.181964709,-0.109694406
2016-04-01,2020-07-14,-0.32,-0.25,0.1,0.040109386,0.105427646,0.394564837
2016-07-01,2020-07-14,0.12,-0.09,-0.01,0.413005447,0.220607418,0.265594041
2016-10-01,2020-07-14,0.52,0.52,0.8,0.784040885,0.882216112,1.161917578
2017-01-01,2020-07-14,0.53,0.87,0.9,0.928932766,1.337439858,1.377553854
2017-04-01,2020-07-14,1.09,0.97,0.91,1.524116663,1.426700368,1.282899255
2017-07-01,2020-07-14,0.51,0.68,0.96,0.909317695,1.072255239,1.380185965
2017-10-01,2020-07-14,0.76,1.37,1.52,1.167959043,1.840389789,2.071320427
2018-01-01,2020-07-14,1.22,0.56,-0.28,1.884816055,1.201115419,0.270268767
2018-04-01,2020-07-14,0.15,-0.08,0.05,0.614032501,0.310384777,0.536605326
2018-07-01,2020-07-14,0.07,0.22,-0.07,0.509869088,0.628646285,0.374706896
2018-10-01,2020-07-14,-0.35,-0.23,-0.75,0.052860614,0.09810759,-0.502570527
2019-01-01,2020-07-14,-0.73,-0.37,-0.63,-0.534242431,-0.143304574,-0.38641959
2019-04-01,2020-07-14,-0.7,-0.42,-0.69,-0.462046564,-0.227604131,-0.418811995
2019-07-01,2020-07-14,-1.05,-0.93,-1.73,-0.835664614,-0.767234788,-1.626304122
2019-10-01,2020-07-14,-1.83,-1.95,-2.33,-1.705793698,-1.807870015,-2.134899915
2020-01-01,2020-07-14,-2.35,-3.69,-15.51,-2.123574297,-3.289845162,-15.52252795
2020-04-01,2020-07-14,-27.21,-16.3,-6.27,-27.5553766,-16.52104606,-6.221137499
2020-07-01,2020-07-14,-1.62,0.82,1.72,-1.703498677,0.863100188,1.900670463
2020-10-01,2020-07-14,1.74,1.35,0.87,1.963655436,1.542901236,0.985876522
2002-01-01,2020-07-31,-0.16,0.7,1.53,-0.692881302,0.42498922,1.404398703
2002-04-01,2020-07-31,1.21,1.18,0.8,1.289192324,1.27915208,1.054553313
2002-07-01,2020-07-31,0.53,0.08,-0.55,0.822729834,0.303735369,-0.440292843
2002-10-01,2020-07-31,-0.49,-0.3,-0.84,-0.316072877,-0.109422205,-0.626938306
2003-01-01,2020-07-31,-0.3,-0.41,-1.58,-0.105043473,-0.283765173,-1.431291741
2003-04-01,2020-07-31,-1.33,-1.61,-1.32,-1.267560056,-1.493572607,-1.208835891
2003-07-01,2020-07-31,-0.49,0.01,0.77,-0.335184522,0.270297031,1.02585363
2003-10-01,2020-07-31,1.41,1.77,1.15,1.735553458,2.155707958,1.619757892
2004-01-01,2020-07-31,1.09,0.83,0.36,1.621254801,1.30534487,0.800829368
2004-04-01,2020-07-31,0.53,0.93,0.62,0.984011277,1.42647594,1.072021718
2004-07-01,2020-07-31,0.71,0.18,0.29,1.244870452,0.669859271,0.65190317
2004-10-01,2020-07-31,0.35,-0.6,-0.17,0.677278181,-0.292318973,0.093341093
2005-01-01,2020-07-31,0.52,0.3,-0.06,0.769445466,0.567511788,0.196831303
2005-04-01,2020-07-31,-0.35,-0.28,0.09,-0.092705185,-0.045672685,0.31894173
2005-07-01,2020-07-31,0.58,0.36,0.51,0.797647478,0.564340505,0.770702349
2005-10-01,2020-07-31,0.82,0.7,0.94,1.109345784,1.040732651,1.360998806
2006-01-01,2020-07-31,0.78,0.99,1.47,1.184378553,1.468763234,1.91352229
2006-04-01,2020-07-31,1.78,1.7,1.75,2.191100894,2.117095776,2.270213343
2006-07-01,2020-07-31,1.05,0.69,0.76,1.515293255,1.157888882,1.169476778
2006-10-01,2020-07-31,0.9,1.28,1.2,1.296750822,1.652950717,1.516988221
2007-01-01,2020-07-31,0.94,0.98,0.79,1.338112893,1.412439456,1.230028152
2007-04-01,2020-07-31,0.62,0.79,1.29,1.069656668,1.197798627,1.714931912
2007-07-01,2020-07-31,1.08,1.03,0.14,1.496360206,1.431141088,0.427479786
2007-10-01,2020-07-31,0.23,0.34,0.21,0.551381048,0.624860058,0.45691645
2008-01-01,2020-07-31,-0.13,0.07,-0.49,0.027170941,0.359004272,-0.200037446
2008-04-01,2020-07-31,-0.58,-0.64,-1.36,-0.237054314,-0.314506727,-1.103562026
2008-07-01,2020-07-31,-2.1,-1.76,-2.43,-1.919581015,-1.637920836,-2.338150319
2008-10-01,2020-07-31,-5.44,-8.3,-8.86,-5.248334315,-8.152477303,-8.676922237
2009-01-01,2020-07-31,-7.72,-7.71,-6.22,-7.637824369,-7.839898642,-6.348733671
2009-04-01,2020-07-31,-3.5,-1.44,-0.6,-3.799068218,-1.796629385,-0.94020502
2009-07-01,2020-07-31,0.43,1.6,1.61,0.217183533,1.575622794,1.676843355
2009-10-01,2020-07-31,1.86,1.67,1.57,2.057657255,1.947134994,1.918596296
2010-01-01,2020-07-31,1.45,1.31,2.45,1.754624612,1.642950098,2.817018126
2010-04-01,2020-07-31,3.03,1.62,1.06,3.447764074,2.087788116,1.511989307
2010-07-01,2020-07-31,1.4,1.04,0.29,1.84487613,1.458905212,0.649004685
2010-10-01,2020-07-31,0.42,1.14,1.23,0.752956001,1.511871308,1.609965845
2011-01-01,2020-07-31,1.75,2.61,1.77,2.20974475,3.053326403,2.256356208
2011-04-01,2020-07-31,1.61,0.66,-0.07,2.129331556,1.147217229,0.268385921
2011-07-01,2020-07-31,-0.62,-1.2,-2.01,-0.38465021,-0.913806652,-1.725993858
2011-10-01,2020-07-31,-2.45,-2.29,-1.49,-2.322851074,-2.128814067,-1.291026102
2012-01-01,2020-07-31,-0.15,-0.03,0.29,0.091523943,0.098784008,0.408529819
2012-04-01,2020-07-31,-0.9,-1.18,-1.11,-0.843324142,-1.161863875,-1.088829618
2012-07-01,2020-07-31,-1.29,-1.32,-1.86,-1.26151227,-1.285154145,-1.727286525
2012-10-01,2020-07-31,-2.11,-1.5,-1.18,-1.944931597,-1.396577057,-1.102570965
2013-01-01,2020-07-31,-0.17,-0.29,-0.87,-0.081825563,-0.304264305,-0.93813381
2013-04-01,2020-07-31,-1.02,-0.56,-0.37,-1.029409396,-0.5565758,-0.271187771
2013-07-01,2020-07-31,0.07,0.56,0.68,0.230591141,0.728960639,0.89161334
2013-10-01,2020-07-31,0.38,0.31,0.49,0.550261219,0.511108544,0.703781855
2014-01-01,2020-07-31,0.82,0.49,0.49,1.089788116,0.767235959,0.71904867
2014-04-01,2020-07-31,0.47,0.07,0.02,0.763520807,0.386425914,0.323222272
2014-07-01,2020-07-31,0.29,-0.34,-0.49,0.641014249,-0.04537134,-0.225797695
2014-10-01,2020-07-31,-0.29,-0.51,-0.05,-0.100398592,-0.39790146,-0.01894402
2015-01-01,2020-07-31,0.51,0.86,1.11,0.543175209,0.914846939,1.245069697
2015-04-01,2020-07-31,0.62,0.35,0.24,0.816047226,0.585270631,0.525177259
2015-07-01,2020-07-31,0.02,0.1,-0.07,0.281220329,0.411733536,0.199310405
2015-10-01,2020-07-31,0.16,0.47,0.72,0.425783512,0.679097585,0.882173922
2016-01-01,2020-07-31,0.34,-0.58,-0.51,0.50492835,-0.265040334,-0.181454333
2016-04-01,2020-07-31,-0.32,-0.24,0.1,-0.037455048,0.042347065,0.321892466
2016-07-01,2020-07-31,0.13,-0.09,-0.04,0.362781138,0.153432243,0.199259664
2016-10-01,2020-07-31,0.49,0.49,0.74,0.708800698,0.785290769,1.054762049
2017-01-01,2020-07-31,0.45,0.81,0.84,0.800088005,1.208682171,1.232760586
2017-04-01,2020-07-31,1.03,0.9,0.83,1.388377525,1.266043445,1.14144066
2017-07-01,2020-07-31,0.44,0.6,0.88,0.7574072,0.922060726,1.251864932
2017-10-01,2020-07-31,0.68,1.28,1.41,1.023698958,1.675580518,1.880813933
2018-01-01,2020-07-31,1.11,0.46,-0.35,1.704232265,1.038642046,0.14166407
2018-04-01,2020-07-31,0.14,-0.09,0.04,0.532873617,0.245189999,0.457028307
2018-07-01,2020-07-31,0.05,0.21,-0.06,0.415732831,0.550750938,0.315403946
2018-10-01,2020-07-31,-0.33,-0.2,-0.73,0.005637302,0.076957806,-0.515393307
2019-01-01,2020-07-31,-0.69,-0.3,-0.54,-0.527054025,-0.113505012,-0.34373581
2019-04-01,2020-07-31,-0.61,-0.33,-0.53,-0.394209812,-0.149371948,-0.273084438
2019-07-01,2020-07-31,-0.9,-0.68,-1.4,-0.642201399,-0.450855776,-1.19637495
2019-10-01,2020-07-31,-1.4,-1.41,-1.63,-1.123027932,-1.077124813,-1.220536449
2020-01-01,2020-07-31,-1.48,-2.76,-14.8,-1.033962939,-2.043252395,-14.14253553
2020-04-01,2020-07-31,-26.31,-14.74,-4.65,-25.7201387,-14.24095632,-4.077059762
2020-07-01,2020-07-31,-0.41,1.56,2.03,0.124363105,2.107117912,2.495875781
2020-10-01,2020-07-31,1.71,1.13,0.58,2.015986332,1.247431203,0.545578861
